name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 34445 b,Confirmed,0.629,0.028,0.028,0.629,0.028,0.028,,,,1056.7,4.7,4.7,2.075,0.016,0.016,0.014,0.035,0.035,,,,0.044516,2004,2017-11-06,115.0,92.0,92.0,2453781.0,48.0,48.0,,,,,,,,,,,,,,,,,,,12.01,0.52,0.52,,,,,,,,,,Submitted to a professional journal,Velocity,Velocity,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,
HD 3651 b,Confirmed,0.231,0.00972,0.291,0.229,0.008,0.008,,,,62.218,0.015,0.015,0.295,0.003,0.003,0.596,0.036,0.036,83.0,56.0,56.0,0.025818,2003,2016-02-01,242.5,4.5,4.5,2453932.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 3651,9.8375,21.2502778,5.8,,,,,11.0,,,0.05,0.05,0.05,0.79,,,0.947,0.032,0.032,K0 V,5.13,,,5173.0,,,,,
HD 37124 b,Confirmed,0.675,0.017,0.017,0.675,0.017,0.017,,,,154.378,0.028,0.028,0.53364,0.0002,0.0002,0.054,0.03,0.03,,,,0.016171,1999,2013-05-20,130.0,,,2450305.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33.0,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610.0,70.0,70.0,,,
HD 37124 c,Confirmed,0.652,0.052,0.052,0.652,0.052,0.052,,,,885.5,5.1,5.1,1.71,0.0065,0.0065,0.125,0.055,0.055,,,,0.051818,2005,2013-05-20,53.0,17.0,17.0,2449534.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33.0,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610.0,70.0,70.0,,,
HD 37124 d,Confirmed,0.696,0.059,0.059,0.696,0.059,0.059,,,,1862.0,38.0,38.0,2.807,0.038,0.038,0.16,0.14,0.14,,,,0.085061,2003,2013-05-20,360.0,,,2448558.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33.0,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610.0,70.0,70.0,,,
HD 37605 b,Confirmed,2.813,0.032,0.032,2.813,0.032,0.032,,,,55.01307,0.00063,0.00063,0.2837,0.0016,0.0016,0.6767,0.0019,0.0019,,,,0.006613,2004,2012-10-29,220.86,0.27,0.27,2453378.241,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 37605,85.0041667,6.0605556,8.66,,,,,44.0,2.1,2.1,0.34,0.03,0.03,1.0,0.05,0.05,0.9,0.045,0.045,K0V,7.0,,,5448.0,44.0,44.0,,,
HD 38283 b,Confirmed,0.34,0.02,0.02,0.34,0.02,0.02,,,,363.2,1.6,1.6,1.02,0.07,0.07,0.41,0.16,0.16,,,,0.027056,2011,2011-04-13,,,,2450802.6,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 38283,84.2583333,-73.6994444,6.7,,,,,37.7,0.9,0.9,-0.24,0.07,0.07,1.085,0.02,0.02,,,,F9.5V,5.4,1.5,1.5,5945.0,100.0,100.0,,,
HD 38529 b,Confirmed,0.93,0.11,0.21,0.78,,,,,,14.3104,0.0002,0.0002,0.131,0.0015,0.0015,0.248,0.007,0.007,57.0,14.0,14.0,0.003335,2000,2011-05-11,95.9,1.7,1.7,50020.19,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 38529,86.6416667,1.1680556,5.94,,,,,39.28,0.4,0.4,0.27,0.05,0.05,1.48,0.05,0.05,2.44,0.22,0.22,G4 IV,3.28,0.3,0.3,5697.0,,,IR Excess,,
HD 38529 c,Confirmed,23.7,3.11,4.07,17.7,1.4,1.7,,,,2134.76,0.4,0.4,3.695,0.043,0.043,0.36,0.003,0.003,48.3,4.0,4.0,0.094068,2002,2014-05-26,22.52,0.7,0.7,48002.0,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 38529,86.6416667,1.1680556,5.94,,,,,39.28,0.4,0.4,0.27,0.05,0.05,1.48,0.05,0.05,2.44,0.22,0.22,G4 IV,3.28,0.3,0.3,5697.0,,,IR Excess,,
HD 38801 b,Confirmed,10.7,0.5,0.5,10.7,0.5,0.5,,,,696.3,2.7,2.7,1.7,0.037,0.037,0.0,,,,,,0.017103,2010,2010-12-15,,,,2453966.0,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 38801,86.9958333,-8.3277778,8.26,,,,,99.4,,,0.26,0.03,0.03,1.36,0.09,0.09,2.53,0.13,0.13,K0IV,4.67,2.56,2.56,5222.0,44.0,44.0,,,
HD 38858 b,Confirmed,0.0961,0.012,0.012,0.0961,0.012,0.012,,,,407.15,4.2857,4.2857,1.0376,0.0189,0.0189,0.27,0.17,0.17,,,,0.068263,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 38858,87.1458333,-4.0947222,5.97,,,,,15.2,0.09,0.09,,,,,,,,,,G4V,,,,,,,IR Excess,,
HD 39091 b,Confirmed,10.3,,,10.3,,,,,,2049.0,150.0,150.0,3.28,,,0.61,0.03,0.03,,,,0.179039,2001,2011-01-01,330.0,20.0,20.0,50073.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 39091,84.2875,-80.4688889,5.67,,,,,18.32,0.09,0.09,0.09,,,1.1,,,2.1,0.6,0.6,G1 IV,3.83,,,5888.0,,,,,
HD 39194 b,Confirmed,0.0117,0.001,0.001,0.0117,0.001,0.001,,,,5.6363,0.0008,0.0008,0.0519,0.0008,0.0008,0.2,0.1,0.1,,,,0.002004,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 39194,86.1333333,-70.1436111,8.08,,,,,25.9,0.4,0.4,,,,,,,,,,K0V,,,,,,,,,
HD 39194 c,Confirmed,0.0187,0.00148,0.00148,0.0187,0.00148,0.00148,,,,14.025,0.0051,0.0051,0.0954,0.0016,0.0016,0.11,0.006,0.006,,,,0.003683,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 39194,86.1333333,-70.1436111,8.08,,,,,25.9,0.4,0.4,,,,,,,,,,K0V,,,,,,,,,
HD 39194 d,Confirmed,0.0162,0.0026,0.0026,0.0162,0.0026,0.0026,,,,33.941,0.0353,0.0353,0.172,0.0029,0.0029,0.2,0.16,0.16,,,,0.006641,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 39194,86.1333333,-70.1436111,8.08,,,,,25.9,0.4,0.4,,,,,,,,,,K0V,,,,,,,,,
HD 40979 b,Confirmed,4.01,0.13,0.13,4.01,0.13,0.13,,,,264.1,0.23,0.23,0.846,0.007,0.007,0.252,0.014,0.014,,,,0.024925,2002,2016-02-01,323.4,4.1,4.1,2453919.0,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 40979,91.1208333,44.2602778,6.74,,,,,33.3,,,0.194,,,1.1,,,1.21,,,F8 V,1.48,,,6205.0,50.0,50.0,IR Excess,,
HD 41004 A b,Confirmed,2.54,0.74,0.74,2.54,0.74,0.74,,,,963.0,38.0,38.0,1.64,,,0.39,0.17,0.17,,,,0.038588,2004,2012-11-21,97.0,31.0,31.0,2452425.0,0.74,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 41004 A,89.9541667,-48.2394444,8.65,,,,,42.5,,,-0.09,0.1,0.1,0.7,,,,,,K1 V,1.64,,,5035.0,,,,,
HD 41004 B b,Confirmed,18.4,0.22,0.22,18.4,0.22,0.22,1.06,,,1.32363,8.9e-05,8.9e-05,0.0177,,,0.058,0.0511,0.058,,,,0.000411,2004,2015-02-16,149.0,72.2,72.2,2452532.699,0.0029,0.0029,,,,,,,,,,,,,,,,,,,4599.21,338.0,338.0,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,Theoretical,,,HD 41004 B,89.9583333,-48.2397222,12.33,,,,,43.03,,,-0.01,,,0.4,,,,,,M2,1.56,0.8,0.8,5035.0,,,,,
HD 4113 b,Confirmed,1.56,0.04,0.04,1.56,0.04,0.04,,,,526.62,0.3,0.3,1.28,,,0.903,0.005,0.005,,,,0.029091,2007,2010-12-17,317.7,1.9,1.9,3778.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 4113,10.8041667,-37.9825,7.88,,,,,44.0,1.0,1.0,0.2,0.04,0.04,0.99,,,,,,G5V,4.8,0.0,0.0,5688.0,26.0,26.0,,,
HD 4203 b,Confirmed,1.82,0.05,0.05,1.82,0.05,0.05,,,,437.05,0.27,0.27,1.164,0.067,0.067,0.52,0.02,0.02,,,,0.015019,2001,2014-01-11,328.03,2.9,2.9,2451911.52,2.38,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 4203,11.1708333,20.4488889,8.68,,,,,77.5,,,0.453,,,1.13,,,1.33,,,G5,9.41,,,5701.0,,,,,
HD 4208 b,Confirmed,0.804,0.073,0.073,0.804,0.073,0.073,,,,828.0,8.1,8.1,1.65,0.096,0.096,0.052,0.04,0.04,,,,0.050147,2001,2016-01-21,345.0,,,2451040.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 4208,11.1083333,-26.5155556,7.79,,,,,33.9,,,-0.284,,,0.87,,,0.85,,,G5 V,4.47,,,5571.0,,,,,
HD 4308 b,Confirmed,0.0405,0.005,0.005,0.0405,0.005,0.005,,,,15.609,0.007,0.007,0.118,0.009,0.009,0.27,0.12,0.12,,,,0.005388,2005,2016-01-10,210.0,21.0,21.0,2450108.5,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 4308,11.1625,-65.6494444,6.54,,,,,21.9,,,-0.34,,,0.85,,,0.92,,,G5 V,7.1,3.0,3.0,5597.0,,,,,
HD 4313 b,Confirmed,2.3,0.2,0.2,2.3,0.2,0.2,,,,356.0,2.6,2.6,1.19,0.03,0.03,0.041,0.037,0.037,,,,0.008686,2010,2010-03-19,76.0,80.0,80.0,2454804.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 4313,11.4166667,7.845,7.83,,,,,137.0,14.0,14.0,0.14,0.03,0.03,1.72,0.12,0.12,4.9,0.1,0.1,G5 D,2.0,0.5,0.5,5035.0,44.0,44.0,,,
HD 43197 b,Confirmed,0.6,0.04,0.12,0.6,0.04,0.12,,,,327.8,1.2,1.2,0.92,0.02,0.02,0.83,0.01,0.01,,,,0.016758,2009,2010-09-08,251.0,12.0,12.0,4713.8,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 43197,93.4,-29.8972222,8.95,,,,,54.9,6.3,6.3,0.4,0.04,0.04,0.96,,,1.0,0.001,0.001,G8V,,,,5508.0,46.0,46.0,,,
HD 43691 b,Confirmed,2.49,,,2.49,,,,,,36.96,0.02,0.02,0.24,,,0.14,0.02,0.02,,,,0.002575,2007,2007-11-27,290.0,5.0,5.0,54046.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 43691,94.8958333,41.0922222,8.03,,,,,93.2,9.0,9.0,0.28,0.05,0.05,1.38,0.05,0.05,,,,G0IV,2.8,0.8,0.8,6200.0,40.0,40.0,,,
HD 44219 b,Confirmed,0.58,0.04,0.06,0.58,0.04,0.06,,,,472.3,5.0,5.0,1.19,0.02,0.02,0.61,0.09,0.09,,,,0.023597,2009,2010-09-08,147.4,3.2,3.2,4585.6,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 44219,95.0583333,-10.725,7.69,,,,,50.43,2.6,2.6,0.03,0.01,0.01,1.0,,,1.32,0.07,0.07,G2V,,,,5752.0,16.0,16.0,,,
HD 45184 b,Confirmed,0.04,,,0.04,,,,,,5.8872,,,0.0638,,,0.3,,,,,,0.002913,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 45184,96.1833333,-28.78,6.37,,,,,21.9,0.2,0.2,,,,,,,,,,G1.5V,,,,,,,IR Excess,,
HD 45350 b,Confirmed,1.79,0.14,0.14,1.79,0.14,0.14,,,,890.76,37.42,37.42,1.92,0.067,0.067,0.778,0.009,0.009,,,,0.039184,2004,2010-12-22,343.4,2.3,2.3,2451825.3,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 45350,97.1875,38.9627778,7.88,,,,,49.0,,,0.29,,,1.02,,,1.27,,,G5 IV,5.59,,,5754.0,,,,,
HD 45364 b,Confirmed,0.1872,,,0.1872,,,,,,226.93,0.37,0.37,0.6813,,,0.1684,0.019,0.019,,,,0.020899,2009,2012-01-31,162.58,6.34,6.34,53500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 45364,96.4083333,-31.4808333,8.08,,,,,32.6,1.0,1.0,-0.17,0.01,0.01,0.82,0.05,0.05,,,,K0V,,,,5434.0,20.0,20.0,,,
HD 45364 c,Confirmed,0.6579,,,0.6579,,,,,,342.85,0.28,0.28,0.8972,,,0.0974,0.012,0.012,,,,0.027521,2009,2012-01-31,7.41,4.3,4.3,53500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 45364,96.4083333,-31.4808333,8.08,,,,,32.6,1.0,1.0,-0.17,0.01,0.01,0.82,0.05,0.05,,,,K0V,,,,5434.0,20.0,20.0,,,
HD 45652 b,Confirmed,0.47,,,0.47,,,,,,43.6,0.2,0.2,0.23,,,0.38,0.06,0.06,,,,0.006389,2008,2008-10-14,273.0,12.0,12.0,2454120.3,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 45652,97.3041667,10.9338889,8.1,,,,,36.0,2.0,2.0,0.29,0.07,0.07,0.83,0.05,0.05,,,,G8-K0,,,,5312.0,68.0,68.0,,,
HD 46375 b,Confirmed,0.23,,,0.23,,,1.02,,,3.02358,6.44902e-05,6.44902e-05,0.041,,,0.0524,0.032,0.0229,,,,0.001228,2000,2015-02-24,113.7,34.3,34.3,2451920.7,,,,,,,,,,,,,,,,,,,,,33.67,0.81,0.81,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,Theoretical,,,HD 46375,98.3,5.4627778,7.94,,,,,33.4,,,0.24,,,0.91,,,1.0,,,K1 IV,4.96,,,5199.0,,,IR Excess,,
HD 47186 b,Confirmed,0.07167,,,0.07167,,,,,,4.0845,0.0002,0.0002,0.05,,,0.038,0.02,0.02,,,,0.001321,2008,2013-05-20,59.0,32.0,32.0,54566.95,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Velocity,,,,,HD 47186,99.0375,-27.6222222,7.8,,6.42,6.1,6.01,37.84,1.5,1.5,0.23,0.02,0.02,0.99,,,,,,G5V,,,,5675.0,21.0,21.0,,,
HD 47186 c,Confirmed,0.35061,,,0.35061,,,,,,1353.6,57.1,57.1,2.395,,,0.249,0.073,0.073,,,,0.063293,2008,2013-05-20,26.0,23.0,23.0,52010.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Velocity,,,,,HD 47186,99.0375,-27.6222222,7.8,,6.42,6.1,6.01,37.84,1.5,1.5,0.23,0.02,0.02,0.99,,,,,,G5V,,,,5675.0,21.0,21.0,,,
HD 47536 b,Confirmed,5.0,,,5.0,,,,,,430.0,,,1.61,,,0.2,0.08,0.08,,,,0.013266,2003,2012-08-10,260.8,23.7,23.7,2451599.36,21.5,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 47536,99.4458333,-32.3397222,5.25,,,,,121.36,8.25,8.25,-0.68,,,0.94,0.06,0.06,23.47,1.97,1.97,K1 III,9.33,1.88,1.88,4380.0,,,,,
HD 48265 b,Confirmed,1.16,0.38,0.38,1.16,0.38,0.38,,,,700.0,8.0,8.0,1.51,,,0.18,0.13,0.13,,,,0.017277,2008,2009-05-20,309.0,27.0,27.0,4486.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 48265,100.0083333,-48.5419444,8.07,,,,,87.4,,,0.17,,,0.93,,,,,,G5V,,,,,,,,,
HD 49674 b,Confirmed,0.1,,,0.1,,,0.98,,,4.94739,0.000974925,0.000974925,0.058,0.0033,0.0033,0.0495,0.0691,0.0495,,,,0.001425,2002,2015-02-27,263.9,79.3,79.3,2452308.9,,,,,,,,,,,,,,,,,,,,,11.78,1.18,1.18,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,Theoretical,,,HD 49674,102.875,40.8675,8.1,,,,,40.7,,,0.25,,,1.07,,,0.94,,,G5 V,2.38,,,5482.0,,,,,
HD 50499 b,Confirmed,1.71,0.2,0.2,1.71,0.2,0.2,,,,2482.7,110.0,110.0,3.86,0.6,0.6,0.23,0.14,0.14,,,,0.081676,2005,2010-12-29,262.0,36.0,36.0,61234.6,225.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 50499,103.0083333,-33.9155556,7.22,,,,,47.26,,,0.23,,,1.27,,,1.38,,,G IV,6.0,,,5902.0,,,IR Excess,,
HD 50554 b,Confirmed,5.16,,,5.16,,,,,,1293.0,37.0,37.0,2.41,,,0.5,0.03,0.03,,,,0.077667,2002,2010-12-30,355.7,4.4,4.4,2451832.4,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 50554,103.675,24.2455556,6.86,,,,,31.03,,,-0.07,,,1.04,,,1.11,0.33,0.33,F8,4.58,,,5902.0,,,IR Excess,,
HD 51608 b,Confirmed,0.0413,0.0031,0.0031,0.0413,0.0031,0.0031,,,,14.07,0.0037,0.0037,0.1059,0.0017,0.0017,0.15,0.06,0.06,,,,0.003043,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 51608,103.7125,-55.2594444,8.17,,,,,34.8,0.6,0.6,,,,,,,,,,K0IV,,,,,,,,,
HD 51608 c,Confirmed,0.0565,0.0152,0.0152,0.0565,0.0152,0.0152,,,,95.415,0.3908,0.3908,0.3791,0.0064,0.0064,0.41,0.18,0.18,,,,0.010894,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 51608,103.7125,-55.2594444,8.17,,,,,34.8,0.6,0.6,,,,,,,,,,K0IV,,,,,,,,,
HD 52265 b,Confirmed,1.05,0.03,0.03,1.05,0.03,0.03,,,,119.6,0.4,0.4,0.5,,,0.35,0.03,0.03,,,,0.017857,2000,2013-07-04,211.0,6.0,6.0,51422.3,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 52265,105.075,-5.3669444,6.3,,,,,28.0,,,0.21,0.06,0.06,1.2,,,1.25,,,G0 V,4.88,,,6159.0,53.0,53.0,IR Excess,,
HD 5319 b,Confirmed,1.94,,,1.94,,,,,,675.0,17.0,17.0,1.75,,,0.12,0.08,0.08,,,,0.0175,2007,2007-10-31,76.0,35.0,35.0,13068.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Velocity,,,,,HD 5319,13.7541667,0.7894444,8.05,,,,,100.0,10.0,10.0,0.15,0.05,0.05,1.56,0.18,0.18,3.26,0.41,0.41,G5IV,2.4,0.68,0.68,5052.0,50.0,50.0,,,
HD 5891 b,Confirmed,7.6,0.4,0.4,7.6,0.4,0.4,,,,177.11,0.31,0.31,0.76,0.02,0.02,0.066,0.02,0.02,,,,0.003028,2011,2011-09-02,360.0,30.0,30.0,2455432.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 5891,15.1375,20.2925,8.25,,,,,251.0,76.0,76.0,-0.02,0.03,0.03,1.91,0.13,0.13,8.7,0.2,0.2,G5D,1.5,0.8,0.8,4907.0,44.0,44.0,,,
HD 60532 b,Confirmed,9.21,0.0,0.0,3.15,,,,,,201.83,0.14,0.14,0.77,,,0.278,0.006,0.006,20.0,0.0,0.0,0.029961,2008,2012-01-31,352.83,1.05,1.05,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 60532,113.5125,-22.2961111,4.45,,,,,25.7,,,-0.26,,,1.44,0.1,0.1,,,,F6IV-V,2.7,0.1,0.1,6095.0,,,,,
HD 60532 c,Confirmed,21.8,0.0,0.0,7.46,,,,,,607.06,2.1,2.1,1.58,,,0.038,0.008,0.008,20.0,0.0,0.0,0.061479,2008,2012-01-31,119.49,9.14,9.14,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 60532,113.5125,-22.2961111,4.45,,,,,25.7,,,-0.26,,,1.44,0.1,0.1,,,,F6IV-V,2.7,0.1,0.1,6095.0,,,,,
HD 62509 b,Confirmed,2.9,0.1,0.1,2.9,0.1,0.1,,,,589.64,0.81,0.81,1.69,0.03,0.03,0.02,0.03,0.03,,,,0.163443,2006,2015-08-21,354.58,95.65,95.65,2447739.02,4.5,4.5,,,,,,,,,,,,,,,,,,,46.0,1.6,1.6,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 62509,116.325,28.0261111,1.15,,,,,10.34,1.0,1.0,0.19,,,1.47,0.45,0.45,9.3,,, K0IIIb,,,,4666.0,95.0,95.0,,,
HD 63454 b,Confirmed,0.39,,,0.39,,,1.06,,,2.81747,0.000382247,0.000382247,0.036,,,0.0177,0.0203,0.0177,,,,0.001006,2005,2015-02-20,137.1,76.2,76.2,2453238.057,,,,,,,,,,,,,,,,,,,,,63.19,1.82,1.82,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,Theoretical,,,HD 63454,114.8375,-78.2788889,9.37,,,,,35.8,,,0.11,0.07,0.07,0.8,,,,,,K4 V,1.0,,,4841.0,65.0,65.0,,,
HD 63765 b,Confirmed,0.64,0.05,0.05,0.64,0.05,0.05,,,,358.0,1.0,1.0,0.949,0.016,0.016,0.24,0.043,0.043,,,,0.02911,2009,2011-07-05,122.0,13.0,13.0,2454404.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 63765,116.9583333,-54.2641667,8.1,,,,,32.6,0.7,0.7,-0.16,0.01,0.01,0.865,0.029,0.029,,,,G9V,4.77,4.07,4.07,5432.0,19.0,19.0,,,
HD 6434 b,Confirmed,0.39,,,0.39,,,,,,21.998,0.0009,0.0009,0.14,,,0.17,0.03,0.03,,,,0.003472,2000,2010-12-30,156.0,11.0,11.0,51490.8,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 6434,16.1666667,-39.4880556,7.72,,,,,40.32,,,-0.52,,,0.79,,,0.57,,,G3 IV,3.8,,,5835.0,,,,,
HD 6718 b,Confirmed,1.56,0.1,0.11,1.56,0.1,0.11,,,,2496.0,176.0,176.0,3.56,0.15,0.15,0.1,0.04,0.04,,,,0.063685,2009,2010-09-08,286.0,35.0,35.0,4357.0,251.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 6718,16.9541667,-8.2336111,8.45,,,,,55.9,2.2,2.2,-0.06,0.02,0.02,0.96,,,1.02,0.03,0.03,G5V,,,,5745.0,19.0,19.0,,,
HD 68988 b,Confirmed,1.86,0.16,0.16,1.86,0.16,0.16,,,,6.2771,0.00021,0.00021,0.0704,0.0041,0.0041,0.1249,0.0087,0.0087,,,,0.001224,2001,2016-01-26,31.4,3.5,3.5,2451548.84,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 68988,124.5916667,61.4605556,8.21,,,,,58.0,,,0.24,,,1.2,,,1.14,,,G0,6.78,,,5767.0,,,,,
HD 69830 b,Confirmed,0.143,0.0928,inf,0.0321,,,,,,8.667,0.003,0.003,0.0785,,,0.1,0.04,0.04,13.0,13.0,27.0,0.00623,2006,2017-06-14,340.0,26.0,26.0,2453496.8,0.6,0.6,,,,,,,,,,,,,,,,,,,3.51,0.15,0.15,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,,,-0.05,0.02,0.02,0.86,0.03,0.03,0.895,0.005,0.005,K0V,7.0,3.0,3.0,5385.0,20.0,20.0,IR Excess,,
